Temps Sain Incubation Infectes Quarantaine Hopital Morts Retablis Total
875.624 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
876.634 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
877.643 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
878.653 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
879.663 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
880.673 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
881.683 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
882.693 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
883.703 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
884.713 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
885.723 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
886.733 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
887.743 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
888.753 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
889.763 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
890.773 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
891.783 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
892.793 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
893.803 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
894.813 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
895.822 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
896.832 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
897.842 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
898.852 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
899.862 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
900.872 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
901.882 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
902.892 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
903.902 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
904.912 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
905.922 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
906.932 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
907.942 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
908.952 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
909.962 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
910.972 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
911.982 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
912.992 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
914.002 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
915.011 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
916.021 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
917.031 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
918.041 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
919.051 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
920.061 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
921.071 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
922.081 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
923.091 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
924.101 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
925.111 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
926.121 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
927.131 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
928.141 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
929.151 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
930.161 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
931.171 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
932.181 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
933.191 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
934.200 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
935.210 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
936.220 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
937.230 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
938.240 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
939.250 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
940.260 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
941.270 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
942.280 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
943.290 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
944.300 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
945.310 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
946.320 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
947.330 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
948.340 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
949.350 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
950.360 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
951.370 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
952.379 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
953.389 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
954.399 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
955.409 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
956.419 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
957.429 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
958.439 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
959.449 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
960.459 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
961.469 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
962.479 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
963.489 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
964.499 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
965.509 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
966.519 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
967.529 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
968.539 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
969.549 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
970.559 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
971.568 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
972.578 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
973.588 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
974.598 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
975.608 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
976.618 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
977.628 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
978.638 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
979.648 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
980.658 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
981.668 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
982.678 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
983.688 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
984.698 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
985.708 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
986.718 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
987.728 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
988.738 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
989.748 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
990.757 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
991.767 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
992.777 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
993.787 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
994.797 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
995.807 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
996.817 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
997.827 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
998.837 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
999.847 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
