Temps Sain Incubation Infectes Quarantaine Hopital Morts Retablis Total
435.287 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
436.297 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
437.307 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
438.317 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
439.327 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
440.337 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
441.347 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
442.357 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
443.366 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
444.376 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
445.386 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
446.396 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
447.406 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
448.416 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
449.426 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
450.436 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
451.446 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
452.456 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
453.466 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
454.476 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
455.486 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
456.496 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
457.506 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
458.516 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
459.526 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
460.536 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
461.546 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
462.555 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
463.565 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
464.575 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
465.585 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
466.595 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
467.605 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
468.615 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
469.625 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
470.635 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
471.645 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
472.655 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
473.665 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
474.675 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
475.685 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
476.695 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
477.705 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
478.715 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
479.725 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
480.735 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
481.744 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
482.754 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
483.764 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
484.774 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
485.784 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
486.794 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
487.804 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
488.814 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
489.824 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
490.834 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
491.844 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
492.854 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
493.864 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
494.874 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
495.884 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
496.894 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
497.904 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
498.914 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
499.923 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
500.933 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
501.943 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
502.953 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
503.963 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
504.973 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
505.983 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
506.993 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
508.003 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
509.013 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
510.023 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
511.033 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
512.043 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
513.053 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
514.063 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
515.073 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
516.083 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
517.093 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
518.103 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
519.112 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
520.122 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
521.132 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
522.142 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
523.152 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
524.162 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
525.172 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
526.182 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
527.192 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
528.202 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
529.212 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
530.222 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
531.232 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
532.242 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
533.252 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
534.262 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
535.272 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
536.282 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
537.292 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
538.301 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
539.311 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
540.321 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
541.331 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
542.341 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
543.351 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
544.361 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
545.371 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
546.381 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
547.391 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
548.401 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
549.411 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
550.421 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
551.431 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
552.441 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
553.451 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
554.461 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
555.471 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
556.480 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
557.490 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
558.500 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
559.510 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
560.520 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
561.530 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
562.540 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
563.550 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
564.560 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
565.570 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
566.580 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
567.590 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
568.600 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
569.610 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
570.620 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
571.630 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
572.640 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
573.650 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
574.660 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
575.669 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
576.679 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
577.689 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
578.699 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
579.709 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
580.719 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
581.729 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
582.739 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
583.749 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
584.759 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
585.769 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
586.779 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
587.789 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
588.799 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
589.809 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
590.819 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
591.829 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
592.839 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
593.849 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
594.858 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
595.868 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
596.878 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
597.888 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
598.898 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
599.908 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
600.918 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
601.928 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
602.938 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
603.948 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
604.958 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
605.968 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
606.978 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
607.988 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
608.998 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
610.008 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
611.018 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
612.028 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
613.037 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
614.047 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
615.057 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
616.067 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
617.077 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
618.087 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
619.097 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
620.107 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
621.117 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
622.127 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
623.137 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
624.147 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
625.157 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
626.167 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
627.177 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
628.187 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
629.197 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
630.207 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
631.217 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
632.226 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
633.236 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
634.246 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
635.256 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
636.266 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
637.276 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
638.286 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
639.296 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
640.306 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
641.316 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
642.326 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
643.336 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
644.346 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
645.356 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
646.366 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
647.376 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
648.386 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
649.396 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
650.406 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
651.415 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
652.425 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
653.435 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
654.445 2031.4306175107 0.0000000000 0.0000000000 0.0000000000 0.0000000000 14212.2419397993 86381.8851021390 85787.7580602015
