1,660 -2,0323922956 
1,680 -2,0958932689 
1,700 -2,1559994212 
1,720 -2,2128348688 
1,740 -2,2665278655 
1,760 -2,3172089191 
1,780 -2,3650092021 
1,800 -2,4100592296 
1,820 -2,4524877750 
1,840 -2,4924209979 
1,860 -2,5299817540 
1,880 -2,5652890640 
1,900 -2,5984577162 
1,920 -2,6295979830 
1,940 -2,6588154314 
1,960 -2,6862108110 
1,980 -2,7118800070 
2,000 -2,7359140425 
2,020 -2,7583991227 
2,040 -2,7794167103 
2,060 -2,7990436245 
2,080 -2,8173521587 
2,100 -2,8344102096 
2,120 -2,8502814154 
2,140 -2,8650252978 
2,160 -2,8786974061 
2,180 -2,8913494608 
2,200 -2,9030294938 
2,220 -2,9137819860 
2,240 -2,9236479978 
2,260 -2,9326652952 
2,280 -2,9408684681 
2,300 -2,9482890408 
2,320 -2,9549555761 
2,340 -2,9608937695 
2,360 -2,9661265371 
2,380 -2,9706740928 
2,400 -2,9745540193 
2,420 -2,9777813287 
2,440 -2,9803685157 
2,460 -2,9823256015 
2,480 -2,9836601694 
2,500 -2,9843773919 
2,520 -2,9844800495 
2,540 -2,9839685401 
2,560 -2,9828408807 
2,580 -2,9810927005 
2,600 -2,9787172248 
2,620 -2,9757052512 
2,640 -2,9720451168 
2,660 -2,9677226567 
2,680 -2,9627211544 
2,700 -2,9570212832 
2,720 -2,9506010389 
2,740 -2,9434356648 
2,760 -2,9354975671 
2,780 -2,9267562230 
2,800 -2,9171780798 
2,820 -2,9067264464 
2,840 -2,8953613777 
2,860 -2,8830395511 
2,880 -2,8697141372 
2,900 -2,8553346644 
2,920 -2,8398468797 
2,940 -2,8231926059 
2,960 -2,8053095975 
2,980 -2,7861313974 
3,000 -2,7655871976 
3,020 -2,7436017060 
3,040 -2,7200950248 
3,060 -2,6949825446 
3,080 -2,6681748601 
3,100 -2,6395777146 
3,120 -2,6090919826 
3,140 -2,5766136991 
3,160 -2,5420341486 
3,180 -2,5052400264 
3,200 -2,4661136889 
3,220 -2,4245335109 
3,240 -2,3803743693 
3,260 -2,3335082774 
3,280 -2,2838051929 
3,300 -2,2311340285 
3,320 -2,1753638910 
3,340 -2,1163655784 
3,360 -2,0540133622 
3,380 -1,9881870783 
3,400 -1,9187745472 
3,420 -1,8456743321 
3,440 -1,7687988347 
3,460 -1,6880777102 
3,480 -1,6034615630 
3,500 -1,5149258577 
3,520 -1,4224749507 
3,540 -1,3261461164 
3,560 -1,2260134047 
3,580 -1,1221911367 
3,600 -1,0148368205 
3,620 -0,9041532502 
3,640 -0,7903895541 
3,660 -0,6738409749 
3,680 -0,5548472092 
3,700 -0,4337891972 
3,720 -0,3110843394 
3,740 -0,1871802211 
3,760 -0,0625470292 
3,780 0,0623310514 
3,800 0,1869650898 
3,820 0,3108708845 
3,840 0,4335782166 
3,860 0,5546394547 
3,880 0,6736371396 
3,900 0,7901902635 
3,920 0,9039590547 
3,940 1,0146481914 
3,960 1,1220084648 
3,980 1,2258370009 
4,000 1,3259762147 
4,020 1,4223117125 
4,040 1,5147693776 
4,060 1,6033118753 
4,080 1,6879347955 
4,100 1,7686626274 
4,120 1,8455447271 
4,140 1,9186514064 
4,160 1,9880702369 
4,180 2,0539026344 
4,200 2,1162607624 
4,220 2,1752647733 
4,240 2,2310403882 
4,260 2,2837168047 
4,280 2,3334249145 
4,300 2,3802958059 
4,320 2,4244595238 
4,340 2,4660440595 
4,360 2,5051745416 
4,380 2,5419726019 
4,400 2,5765558911 
4,420 2,6090377218 
4,440 2,6395268178 
4,460 2,6681271523 
4,480 2,6949378595 
4,500 2,7200532041 
4,520 2,7435626001 
4,540 2,7655506653 
4,560 2,7860973054 
4,580 2,8052778204 
4,600 2,8231630262 
4,620 2,8398193872 
4,640 2,8553091561 
4,660 2,8696905172 
4,680 2,8830177303 
4,700 2,8953412732 
4,720 2,9067079819 
4,740 2,9171611848 
4,760 2,9267408330 
4,780 2,9354836231 
4,800 2,9434231133 
4,820 2,9505898316 
4,840 2,9570113770 
4,860 2,9627125112 
4,880 2,9677152430 
4,900 2,9720389041 
4,920 2,9757002154 
4,940 2,9787133465 
4,960 2,9810899646 
4,980 2,9828392768 
5,000 2,9839680618 
5,020 2,9844806951 
5,040 2,9843791639 
5,060 2,9836630745 
5,080 2,9823296511 
5,100 2,9803737255 
5,120 2,9777877188 
5,140 2,9745616144 
5,160 2,9706829223 
5,180 2,9661366351 
5,200 2,9609051751 
5,220 2,9549683331 
5,240 2,9483031985 
5,260 2,9408840810 
5,280 2,9326824233 
5,300 2,9236667067 
5,320 2,9138023473 
5,340 2,9030515855 
5,360 2,8913733669 
5,380 2,8787232175 
5,400 2,8650531122 
5,420 2,8503113378 
5,440 2,8344423523 
5,460 2,8173866418 
5,480 2,7990805763 
5,500 2,7794562672 
5,520 2,7584414299 
5,540 2,7359592538 
5,560 2,7119282853 
5,580 2,6862623284 
5,600 2,6588703693 
5,620 2,6296565323 
5,640 2,5985200770 
5,660 2,5653554457 
5,680 2,5300523749 
5,700 2,4924960848 
5,720 2,4525675624 
5,740 2,4101439590 
5,760 2,3650991209 
5,780 2,3173042788 
5,800 2,2666289202 
5,820 2,2129418724 
5,840 2,1561126251 
5,860 2,0960129185 
5,880 2,0325186262 
5,900 1,9655119537 
5,920 1,8948839704 
5,940 1,8205374806 
5,960 1,7423902287 
5,980 1,6603784128 
6,000 1,5744604607 
6,020 1,4846209927 
6,040 1,3908748680 
6,060 1,2932711736 
6,080 1,1918969846 
6,100 1,0868806930 
6,120 0,9783946777 
6,140 0,8666570802 
6,160 0,7519324532 
6,180 0,6345310789 
6,200 0,5148068009 
6,220 0,3931532885 
6,240 0,2699987441 
6,260 0,1457991662 
6,280 0,0210303906 
6,300 -0,1038207728 
6,320 -0,2282659159 
6,340 -0,3518244831 
6,360 -0,4740328538 
6,380 -0,5944526459 
6,400 -0,7126778938 
6,420 -0,8283408458 
6,440 -0,9411162302 
6,460 -1,0507239463 
6,480 -1,1569302327 
6,500 -1,2595474459 
6,520 -1,3584326392 
6,540 -1,4534851669 
6,560 -1,5446435518 
6,580 -1,6318818461 
6,600 -1,7152056982 
6,620 -1,7946483089 
6,640 -1,8702664267 
6,660 -1,9421364995 
6,680 -2,0103510657 
6,700 -2,0750154418 
6,720 -2,1362447367 
6,740 -2,1941612066 
6,760 -2,2488919447 
6,780 -2,3005668953 
6,800 -2,3493171683 
6,820 -2,3952736308 
6,840 -2,4385657467 
6,860 -2,4793206361 
6,880 -2,5176623274 
6,900 -2,5537111759 
6,920 -2,5875834241 
6,940 -2,6193908819 
6,960 -2,6492407077 
6,980 -2,6772352725 
7,000 -2,7034720922 
7,020 -2,7280438151 
7,040 -2,7510382525 
7,060 -2,7725384452 
7,080 -2,7926227551 
7,100 -2,8113649770 
7,120 -2,8288344650 
7,140 -2,8450962675 
7,160 -2,8602112687 
7,180 -2,8742363322 
7,200 -2,8872244446 
7,220 -2,8992248578 
7,240 -2,9102832268 
7,260 -2,9204417432 
7,280 -2,9297392628 
7,300 -2,9382114263 
7,320 -2,9458907729 
7,340 -2,9528068462 
7,360 -2,9589862919 
7,380 -2,9644529479 
7,400 -2,9692279250 
7,420 -2,9733296799 
7,440 -2,9767740794 
7,460 -2,9795744562 
7,480 -2,9817416556 
7,500 -2,9832840742 
7,520 -2,9842076897 
7,540 -2,9845160823 
7,560 -2,9842104475 
7,580 -2,9832896006 
7,600 -2,9817499721 
7,620 -2,9795855949 
7,640 -2,9767880834 
7,660 -2,9733466034 
7,680 -2,9692478335 
7,700 -2,9644759183 
7,720 -2,9590124130 
7,740 -2,9528362186 
7,760 -2,9459235100 
7,780 -2,9382476540 
7,800 -2,9297791203 
7,820 -2,9204853834 
7,840 -2,9103308168 
7,860 -2,8992765793 
7,880 -2,8872804946 
7,900 -2,8742969235 
7,920 -2,8602766307 
7,940 -2,8451666464 
7,960 -2,8289101249 
7,980 -2,8114462004 
8,000 -2,7927098433 
8,020 -2,7726317195 
8,040 -2,7511380541 
8,060 -2,7281505060 
8,080 -2,7035860558 
8,100 -2,6773569135 
8,120 -2,6493704528 
8,140 -2,6195291798 
8,160 -2,5877307450 
8,180 -2,5538680112 
8,200 -2,5178291890 
8,220 -2,4794980553 
8,240 -2,4387542723 
8,260 -2,3954738270 
8,280 -2,3495296115 
8,300 -2,3007921707 
8,320 -2,2491306413 
8,340 -2,1944139117 
8,360 -2,1365120288 
8,380 -2,0752978823 
8,400 -2,0106491898 
8,420 -1,9424508045 
8,440 -1,8705973595 
8,460 -1,7949962521 
8,480 -1,7155709545 
8,500 -1,6322646211 
8,520 -1,5450439366 
8,540 -1,4539031200 
8,560 -1,3588679683 
8,580 -1,2599997906 
8,600 -1,1573990492 
8,620 -1,0512084948 
8,640 -0,9416155661 
8,660 -0,8288538156 
8,680 -0,7132031373 
8,700 -0,5949886044 
8,720 -0,4745777862 
8,740 -0,3523764882 
8,760 -0,2288229619 
8,780 -0,1043807319 
8,800 0,0204697021 
8,820 0,1452399464 
8,840 0,2694431627 
8,860 0,3926034454 
8,880 0,5142646880 
8,900 0,6339985472 
8,920 0,7514111851 
8,940 0,8661485696 
8,960 0,9779002165 
8,980 1,0864013651 
9,000 1,1914336657 
9,020 1,2928245371 
9,040 1,3904453951 
9,060 1,4842089859 
9,080 1,5740660603 
9,100 1,6600016143 
9,120 1,7420309008 
9,140 1,8201953836 
9,160 1,8945587736 
9,180 1,9652032516 
9,200 2,0322259538 
9,220 2,0957357650 
9,240 2,1558504459 
9,260 2,2126940997 
9,280 2,2663949722 
9,300 2,3170835676 
9,320 2,3648910589 
9,340 2,4099479641 
9,360 2,4523830625 
9,380 2,4923225213 
9,400 2,5298892057 
9,420 2,5652021467 
9,440 2,5983761440 
9,460 2,6295214820 
9,480 2,6587437398 
9,500 2,6861436798 
9,520 2,7118171995 
9,540 2,7358553346 
9,560 2,7583443028 
9,580 2,7793655788 
9,600 2,7989959938 
9,620 2,8173078527 
9,640 2,8343690636 
9,660 2,8502432753 
9,680 2,8649900203 
9,700 2,8786648581 
9,720 2,8913195187 
9,740 2,9030020440 
9,760 2,9137569236 
9,780 2,9236252271 
9,800 2,9326447289 
9,820 2,9408500272 
9,840 2,9482726545 
9,860 2,9549411811 
9,880 2,9608813105 
9,900 2,9661159657 
9,920 2,9706653684 
9,940 2,9745471080 
9,960 2,9777762039 
9,980 2,9803651575 
10,000 2,9823239968 
